Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range,3-month Hurst,1-year Hurst
05/16/2022,SMH,VanEck Vectors Semiconductor ETF,212.619,249.031,229.15,-7.21%,8.68%,1.20,0.45,bearish,bearish,207.79,273.92,1.70,0.37,36.412000000000006,15.89%,0.64,0.63
05/16/2022,SOXS,Direxion Daily Semiconductor Bear 3X Shares,37.493,61.633,51.2599,-26.86%,20.24%,0.75,0.57,neutralDanger,neutral,22.63,67.47,0.68,0.60,24.14,47.09%,0.64,0.61
05/16/2022,SPY,SPDR S&P 500 ETF Trust,383.04,421.064,399.86,-4.21%,5.30%,1.26,0.44,bearish,bearish,381.67,448.62,2.34,0.30,38.024,9.51%,0.68,0.62
05/16/2022,TBT,ProShares UltraShort 20+ Year Treasury,24.842,28.168,25.79,-3.68%,9.22%,2.51,0.29,bullish,bullish,22.80,28.92,0.86,0.54,3.3260000000000005,12.90%,0.67,0.67
05/16/2022,TLT,iShares 20+ Year Treasury Bond ETF,111.24,118.857,116.64,-4.63%,1.90%,0.41,0.71,bearish,bearish,109.68,123.08,1.13,0.47,7.617000000000004,6.53%,0.66,0.67
05/16/2022,UNG,United States Natural Gas Fund  LP,21.85,31.38,26.6,-17.86%,17.97%,1.01,0.50,bullish,bullish,21.77,32.85,1.46,0.41,9.529999999999998,35.83%,0.65,0.66
05/16/2022,USO,United States Oil Fund  LP,73.726,85.079,82.25,-10.36%,3.44%,0.33,0.75,bullish,bullish,63.58,101.00,1.11,0.47,11.352999999999994,13.80%,0.68,0.65
05/16/2022,UUP,Invesco DB US Dollar Index Bullish Fund,27.61,28.364,27.9051,-1.06%,1.64%,1.56,0.39,bullish,bullish,27.07,28.49,0.57,0.64,0.7540000000000013,2.70%,0.69,0.62
05/16/2022,VIXM,ProShares VIX Mid-Term Futures ETF,32.735,37.967,34.8207,-5.99%,9.04%,1.51,0.40,bullish,bullish,30.16,39.22,0.87,0.54,5.231999999999999,15.03%,0.68,0.58
05/16/2022,XBI,SPDR S&P Biotech ETF,58.91,74.389,69.02,-14.65%,7.78%,0.53,0.65,bearish,bearish,58.91,84.33,1.62,0.38,15.479,22.43%,0.69,0.65
05/16/2022,XLE,Energy Select Sector SPDR Fund,74.227,85.829,82.86,-10.42%,3.58%,0.34,0.74,bullish,bullish,73.17,90.27,1.25,0.44,11.60199999999999,14.00%,0.62,0.63
05/16/2022,^DXY,US Dollar Index,102.957,105.879,104.465,-1.44%,1.35%,0.94,0.52,bullish,bullish,101.09,106.52,0.61,0.62,2.9220000000000113,2.80%,N/A,N/A
05/16/2022,^US10Y,U.S. 10 Year Treasury,2.774,3.189,2.928,-5.26%,8.91%,1.69,0.37,bullish,bullish,2.65,3.55,2.21,0.31,0.41500000000000004,14.17%,N/A,N/A
05/16/2022,^US30Y,U.S. 30 Year Treasury,2.864,3.242,2.9867,-4.11%,8.55%,2.08,0.32,bullish,bullish,2.67,3.34,1.12,0.47,0.3780000000000001,12.66%,N/A,N/A
05/16/2022,^VIX,CBOE Volatility Index,22.25,36.321,28.24,-21.21%,28.62%,1.35,0.43,bullish,neutral,12.15,40.94,0.72,0.58,14.070999999999998,49.83%,0.7,0.55
05/16/2022,^VVIX:^VIX,^VVIX:^VIX,3.379,4.4,3.903682719546742,-13.44%,12.71%,0.95,0.51,bearish,bearish,2.59,5.61,1.23,0.45,1.0210000000000004,26.15%,N/A,N/A
05/16/2022,VGK,Vanguard FTSE Europe Index Fund ETF Shares,53.349,58.688,57.075,-6.53%,2.83%,0.43,0.70,bearish,bearish,48.28,64.17,0.81,0.55,5.339000000000006,9.35%,0.75,0.63
05/16/2022,EPV,ProShares UltraShort FTSE Europe,13.686,16.392,14.49,-5.55%,13.13%,2.37,0.30,bullish,bullish,10.57,19.05,1.16,0.46,2.7059999999999995,18.67%,0.75,0.63
