Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/17/2022,IWM,iShares Russell 2000 ETF,191.947,210.647,203.595,-5.72%,3.46%,0.61,0.62,bullish,bearish,176.55,215.65,0.54,0.65,18.69999999999999,9.18%
03/17/2022,KBA,KraneShares Bosera MSCI China A ETF,33.663,38.763,37.01,-9.04%,4.74%,0.52,0.66,bearish,bearish,33.66,39.76,0.50,0.67,5.100000000000001,13.78%
03/17/2022,KRE,SPDR S&P Regional Banking ETF,65.922,76.207,71.67,-8.02%,6.33%,0.79,0.56,bullish,neutral,65.72,82.91,1.42,0.41,10.284999999999997,14.35%
03/17/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,117.607,123.423,121.475,-3.18%,1.60%,0.50,0.67,bearish,bearish,117.61,123.42,1.09,0.48,5.8160000000000025,4.79%
03/17/2022,PCT,PureCycle Technologies  Inc.,8.555,11.417,10.125,-15.51%,12.76%,0.82,0.55,bullish,bullish,3.32,11.42,0.24,0.81,2.862,28.27%
03/17/2022,PFIX,PFIX,43.902,49.447,46.02,-4.60%,7.45%,1.62,0.38,bullish,bullish,42.89,50.82,0.99,0.50,5.545000000000002,12.05%
03/17/2022,VIXM,ProShares VIX Mid-Term Futures ETF,32.411,36.215,32.9699,-1.70%,9.84%,5.81,0.15,bullish,bullish,29.75,36.27,0.74,0.57,3.804000000000002,11.54%
03/17/2022,XLE,Energy Select Sector SPDR Fund,70.239,79.235,73.785,-4.81%,7.39%,1.54,0.39,bullish,bullish,67.59,79.47,2.05,0.33,8.995999999999995,12.19%
03/17/2022,XLP,Consumer Staples Select Sector SPDR Fund,70.539,75.844,73.7,-4.29%,2.91%,0.68,0.60,bearish,neutral,70.54,76.59,1.04,0.49,5.304999999999993,7.20%
03/17/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,126.79,139.86,131.59,-3.65%,6.28%,1.72,0.37,bearish,bearish,126.23,142.09,1.57,0.39,13.070000000000007,9.93%
03/17/2022,^DXY,US Dollar Index,97.377,100.314,98.405,-1.04%,1.94%,1.86,0.35,bullish,neutral,96.32,100.31,0.91,0.52,2.9369999999999976,2.98%
03/17/2022,^US10Y,U.S. 10 Year Treasury,1.786,2.334,2.1957,-18.66%,6.30%,0.34,0.75,bullish,bullish,1.73,2.48,0.62,0.62,0.548,24.96%
03/17/2022,^US30Y,U.S. 30 Year Treasury,2.198,2.592,2.4589,-10.61%,5.41%,0.51,0.66,bullish,bullish,2.13,2.66,0.62,0.62,0.39400000000000013,16.02%
03/17/2022,^VIX,CBOE Volatility Index,24.082,34.515,26.04,-7.52%,32.55%,4.33,0.19,neutral,bearish,15.53,40.04,1.20,0.45,10.433,40.07%
