Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/23/2022,GLD,SSgA Active Trust - SPDR Gold Shares ETF,174.928,179.83,178.105,-1.78%,0.97%,0.54,0.65,bullish,bullish,169.63,180.13,4.902000000000015,2.75%
02/23/2022,GRN,Barclays Bank PLC - ZC SP ETN REDEEM 08/09/2049 USD 50,33.058,37.789,37.205,-11.15%,1.57%,0.14,0.88,neutral,bullish,28.21,41.87,4.731000000000002,12.72%
02/23/2022,HYG,BlackRock Institutional Trust Company N.A. - iShares iBoxx USD High Yield Corporate Bond ETF,81.648,83.378,82.805,-1.40%,0.69%,0.50,0.67,bearish,bearish,81.65,85.34,1.730000000000004,2.09%
02/23/2022,IWM,BlackRock Institutional Trust Company N.A. - iShares Russell 2000 ETF,191.881,206.035,195.155,-1.68%,5.58%,3.32,0.23,neutral,bearish,177.82,213.74,14.153999999999996,7.25%
02/23/2022,KBA,Krane Shares Trust - KraneSharesBosera MSCI China A 50 Connect Index ETF,38.978,40.844,40.24,-3.14%,1.50%,0.48,0.68,bearish,bearish,35.86,43.05,1.8659999999999997,4.64%
02/23/2022,KRE,SPDR Series Trust - SPDR S&P Regional Banking ETF,72.264,76.542,72.56,-0.41%,5.49%,13.45,0.07,neutral,neutral,65.04,82.44,4.278000000000006,5.90%
02/23/2022,LQD,BlackRock Institutional Trust Company N.A. - iShares iBoxx USD Investment Grade Corporate Bond ETF,121.685,124.491,122.96,-1.04%,1.25%,1.20,0.45,bearish,bearish,121.69,127.69,2.8059999999999974,2.28%
02/23/2022,PCT,PureCycle Technologies Inc,5.117,6.516,5.58,-8.30%,16.77%,2.02,0.33,bearish,bearish,3.53,7.27,1.399,25.07%
02/23/2022,PINK,Simplify Exchange Traded Funds - Simplify Health Care ETF,24.084,25.646,24.62,-2.18%,4.17%,1.91,0.34,bearish,bearish,22.84,27.22,1.5620000000000012,6.34%
02/23/2022,QQQ,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,326.317,355.496,333.47,-2.15%,6.61%,3.08,0.25,bearish,bearish,311.95,369.73,29.178999999999974,8.75%
02/23/2022,SPHB,Invesco Capital Management LLC - Invesco S&P 500 High Beta ETF,71.338,77.386,72.258,-1.27%,7.10%,5.57,0.15,neutral,bearish,66.95,79.80,6.048000000000002,8.37%
02/23/2022,SPLV,Invesco Capital Management LLC - Invesco S&P 500 Low Volatility ETF,61.927,64.345,62.75,-1.31%,2.54%,1.94,0.34,bearish,bearish,60.86,68.77,2.4179999999999993,3.85%
02/23/2022,SPY,SSgA Active Trust - S&P 500 ETF TRUST ETF,420.001,446.068,425.78,-1.36%,4.76%,3.51,0.22,bearish,bearish,406.32,463.01,26.067000000000007,6.12%
02/23/2022,TLT,BlackRock Institutional Trust Company N.A. - BTC iShares 20+ Year Treasury Bond ETF,133.836,140.29,137.41,-2.60%,2.10%,0.81,0.55,bearish,bearish,133.46,146.32,6.453999999999979,4.70%
02/23/2022,XLU,SSgA Active Trust - Utilities Select Sector SPDR ETF,64.77,67.455,65.42,-0.99%,3.11%,3.13,0.24,bearish,bearish,63.88,71.60,2.6850000000000023,4.10%
02/23/2022,ZROZ,Pimco Exchange Traded Fund - PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,132.945,141.938,138.66,-4.12%,2.36%,0.57,0.64,bearish,bearish,132.17,151.54,8.992999999999995,6.49%
02/23/2022,SIL,Global X Silver Miners ETF,33.904,37.241,36.46,-7.01%,2.14%,0.31,0.77,neutral,neutral,30.42,38.54,3.336999999999996,9.15%
