Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/16/2022,DBC,Invesco DB Commodity Index Tracking Fund,23.205,28.322,24.54,-5.44%,15.41%,2.83,0.26,bullish,bullish,23.20,28.33,2.81,0.26,5.117000000000001,20.85%
03/16/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,116.071,126.738,120.5,-3.68%,5.18%,1.41,0.42,bearish,bearish,115.75,128.76,1.78,0.36,10.667000000000002,8.85%
03/16/2022,ETHE,Grayscale Ethereum Trust,17.105,24.117,21.605,-20.83%,11.63%,0.56,0.64,bearish,bearish,10.52,28.90,0.67,0.60,7.0120000000000005,32.46%
03/16/2022,FXY,Invesco CurrencyShares Japanese Yen Trust,78.992,80.654,79.11,-0.15%,1.95%,13.08,0.07,bearish,bearish,78.17,81.42,2.17,0.32,1.661999999999992,2.10%
03/16/2022,GLD,SPDR Gold Shares,175.933,192.066,178.17,-1.26%,7.80%,6.21,0.14,bullish,neutral,171.72,193.07,2.20,0.31,16.13300000000001,9.05%
03/16/2022,GRN,iPath Series B Carbon ETN,18.693,34.737,30.495,-38.70%,13.91%,0.36,0.74,bearish,neutral,18.69,37.88,0.59,0.63,16.044,52.61%
03/16/2022,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,79.659,82.075,81.625,-2.41%,0.55%,0.23,0.81,bearish,bearish,79.50,82.58,0.54,0.65,2.415999999999997,2.96%
03/16/2022,IWM,iShares Russell 2000 ETF,188.188,205.875,200.575,-6.18%,2.64%,0.43,0.70,bearish,bearish,173.33,210.03,0.37,0.73,17.687000000000012,8.82%
03/16/2022,KBA,KraneShares Bosera MSCI China A ETF,33.324,36.595,37.82,-11.89%,-3.24%,-0.27,1.37,bearish,bearish,30.79,38.51,0.08,0.92,3.271000000000001,8.65%
03/16/2022,KRE,SPDR S&P Regional Banking ETF,64.959,74.196,72.5,-10.40%,2.34%,0.22,0.82,bearish,bearish,64.44,81.03,1.07,0.48,9.236999999999995,12.74%
03/16/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,117.837,122.705,120.175,-1.95%,2.11%,1.08,0.48,bearish,bearish,117.48,122.90,1.01,0.50,4.867999999999995,4.05%
03/16/2022,PCT,PureCycle Technologies  Inc.,7.879,10.511,9.348,-15.71%,12.44%,0.79,0.56,bullish,bullish,3.31,10.51,0.19,0.84,2.6319999999999997,28.16%
03/16/2022,PFIX,PFIX,43.676,49.135,46.62,-6.31%,5.39%,0.85,0.54,bullish,bullish,42.73,50.53,1.05,0.49,5.458999999999996,11.71%
03/16/2022,VIXM,ProShares VIX Mid-Term Futures ETF,33.376,36.804,33.505,-0.39%,9.85%,25.57,0.04,bullish,bullish,30.06,36.80,0.96,0.51,3.4280000000000044,10.23%
03/16/2022,XLE,Energy Select Sector SPDR Fund,70.691,79.197,71.75,-1.48%,10.38%,7.03,0.12,bullish,bullish,67.79,79.20,1.94,0.34,8.506,11.86%
03/16/2022,XLP,Consumer Staples Select Sector SPDR Fund,70.727,75.771,73.43,-3.68%,3.19%,0.87,0.54,bearish,neutral,70.73,76.52,1.07,0.48,5.043999999999997,6.87%
03/16/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,125.016,138.263,130.42,-4.14%,6.01%,1.45,0.41,bearish,bearish,124.74,140.82,1.77,0.36,13.247,10.16%
03/16/2022,^DXY,US Dollar Index,97.836,100.591,99.015,-1.19%,1.59%,1.34,0.43,bullish,bullish,96.70,100.59,0.68,0.59,2.7549999999999955,2.78%
03/16/2022,^US10Y,U.S. 10 Year Treasury,1.764,2.283,2.1483,-17.89%,6.27%,0.35,0.74,bullish,bullish,1.72,2.44,0.67,0.60,0.5189999999999999,24.16%
03/16/2022,^US30Y,U.S. 30 Year Treasury,2.209,2.609,2.481,-10.96%,5.16%,0.47,0.68,bullish,bullish,2.13,2.69,0.59,0.63,0.3999999999999999,16.12%
03/16/2022,^VIX,CBOE Volatility Index,26.501,36.973,27.25,-2.75%,35.68%,12.98,0.07,bullish,bullish,16.41,43.94,1.46,0.41,10.471999999999998,38.43%
03/16/2022,ARKK,ARK Innovation ETF,50.136,68.429,59.45,-15.67%,15.10%,0.96,0.51,bearish,bearish,46.76,69.54,0.79,0.56,18.293,30.77%
03/16/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,44.781,61.295,52.77,-15.14%,16.16%,1.07,0.48,bullish,bullish,44.78,61.83,1.13,0.47,16.514000000000003,31.29%
03/16/2022,QQQ,Invesco QQQ Trust,315.753,353.691,338.06,-6.60%,4.62%,0.70,0.59,bearish,bearish,302.56,364.45,0.75,0.57,37.93799999999999,11.22%
