Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range,3-month Hurst,1-year Hurst
05/19/2022,SJB,ProShares Short High Yield,18.902,19.748,19.21,-1.60%,2.80%,1.75,0.36,bullish,bullish,18.37,19.90,0.58,0.63,0.8460000000000001,4.40%,0.68,0.64
05/19/2022,SMH,VanEck Vectors Semiconductor ETF,208.222,246.263,230.54,-9.68%,6.82%,0.70,0.59,bearish,bearish,203.97,269.81,1.74,0.37,38.041,16.50%,0.65,0.63
05/19/2022,SOXS,Direxion Daily Semiconductor Bear 3X Shares,37.212,63.642,49.4081,-24.68%,28.81%,1.17,0.46,neutralDanger,neutral,22.78,69.37,0.68,0.60,26.43,53.49%,0.65,0.61
05/19/2022,SPY,SPDR S&P 500 ETF Trust,373.243,412.291,390.65,-4.46%,5.54%,1.24,0.45,bearish,bearish,373.24,440.29,2.60,0.28,39.048,10.00%,0.68,0.62
05/19/2022,SQQQ,ProShares UltraPro Short QQQ,45.573,68.165,56.92,-19.93%,19.76%,0.99,0.50,bullish,bullish,27.50,68.17,0.37,0.73,22.592000000000006,39.69%,0.7,0.64
05/19/2022,TBT,ProShares UltraShort 20+ Year Treasury,24.347,28.006,25.56,-4.75%,9.57%,2.02,0.33,bullish,bullish,23.25,28.81,1.31,0.43,3.658999999999999,14.32%,0.7,0.67
05/19/2022,TLT,iShares 20+ Year Treasury Bond ETF,111.311,119.983,117.195,-5.02%,2.38%,0.47,0.68,bearish,bearish,109.69,122.46,0.77,0.56,8.671999999999997,7.40%,0.69,0.67
05/19/2022,TZA,Direxion Daily Small Cap Bear 3X Shares,37.363,55.09,43.09,-13.29%,27.85%,2.10,0.32,bullish,bullish,27.44,55.09,0.61,0.62,17.727000000000004,41.14%,0.67,0.62
05/19/2022,UNG,United States Natural Gas Fund  LP,22.752,33.312,28.74,-20.84%,15.91%,0.76,0.57,bullish,bullish,22.75,34.95,1.13,0.47,10.559999999999999,36.74%,0.65,0.66
05/19/2022,USO,United States Oil Fund  LP,72.288,84.657,81.0999,-10.87%,4.39%,0.40,0.71,neutralDanger,bullish,62.23,98.17,1.11,0.47,12.369,15.25%,0.66,0.65
05/19/2022,UUP,Invesco DB US Dollar Index Bullish Fund,27.478,28.185,27.455,0.08%,2.66%,31.74,-0.03,bullish,bullish,26.98,28.36,1.75,0.36,0.7069999999999972,2.58%,0.67,0.61
05/19/2022,VGK,Vanguard FTSE Europe Index Fund ETF Shares,52.889,58.385,57.1,-7.37%,2.25%,0.31,0.77,bearish,bearish,49.20,64.08,1.05,0.49,5.495999999999995,9.63%,0.75,0.63
05/19/2022,VIXM,ProShares VIX Mid-Term Futures ETF,33.521,39.142,35.57,-5.76%,10.04%,1.74,0.36,bullish,bullish,30.85,39.69,0.67,0.60,5.621000000000002,15.80%,0.69,0.56
05/19/2022,XBI,SPDR S&P Biotech ETF,57.315,73.42,69.53,-17.57%,5.59%,0.32,0.76,bearish,bearish,57.31,83.40,1.47,0.40,16.105000000000004,23.16%,0.67,0.64
05/19/2022,XLE,Energy Select Sector SPDR Fund,74.812,87.126,82.015,-8.78%,6.23%,0.71,0.58,bullish,bullish,73.80,91.31,1.21,0.45,12.314000000000007,15.01%,0.63,0.63
05/19/2022,^DXY,US Dollar Index,102.656,105.308,103.903,-1.20%,1.35%,1.13,0.47,bullish,bullish,100.83,106.26,0.77,0.57,2.652000000000001,2.55%,N/A,N/A
05/19/2022,^US10Y,U.S. 10 Year Treasury,2.74,3.182,2.9705,-7.76%,7.12%,0.92,0.52,bullish,bullish,2.74,3.61,2.73,0.27,0.4419999999999997,14.88%,N/A,N/A
05/19/2022,^US30Y,U.S. 30 Year Treasury,2.915,3.281,3.068,-4.99%,6.94%,1.39,0.42,bullish,bullish,2.74,3.43,1.10,0.48,0.3660000000000001,11.93%,N/A,N/A
05/19/2022,^VIX,CBOE Volatility Index,23.049,38.808,29.79,-22.63%,30.27%,1.34,0.43,bullish,bullish,12.06,43.85,0.68,0.59,15.759,52.90%,0.71,0.52
05/19/2022,^VVIX:^VIX,^VVIX:^VIX,3.306,4.213,3.5783820073850285,-7.61%,17.73%,2.33,0.30,bearish,bearish,2.88,5.38,1.99,0.33,0.907,25.35%,N/A,N/A
