Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/29/2022,USO,United States Oil Fund  LP,73.711,84.379,77.58,-4.99%,8.76%,1.76,0.36,bullish,bullish,61.76,96.92,1.17,0.46,10.668000000000006,13.75%
04/29/2022,UUP,Invesco DB US Dollar Index Bullish Fund,27.228,27.72,27.5188,-1.06%,0.73%,0.69,0.59,bullish,bullish,26.77,28.17,0.73,0.58,0.49199999999999733,1.79%
04/29/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,44.091,49.563,45.97,-4.09%,7.82%,1.91,0.34,bearish,bullish,43.39,51.81,1.84,0.35,5.472000000000001,11.90%
04/29/2022,VIXM,ProShares VIX Mid-Term Futures ETF,32.403,35.723,34.5974,-6.34%,3.25%,0.51,0.66,bullish,bullish,30.03,38.79,0.89,0.53,3.3200000000000003,9.60%
04/29/2022,XLE,Energy Select Sector SPDR Fund,71.87,81.316,76,-5.43%,6.99%,1.29,0.44,neutralDanger,bullish,70.93,86.32,1.77,0.36,9.445999999999998,12.43%
04/29/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,110.108,119.595,115.32,-4.52%,3.71%,0.82,0.55,bearish,bearish,108.58,127.25,1.34,0.43,9.486999999999995,8.23%
04/29/2022,^DXY,US Dollar Index,101.851,103.853,103.67,-1.75%,0.18%,0.10,0.91,bullish,bullish,100.15,105.61,0.55,0.65,2.0019999999999953,1.93%
04/29/2022,^US10Y,U.S. 10 Year Treasury,2.687,2.964,2.8098,-4.37%,5.49%,1.26,0.44,bullish,bullish,2.12,3.32,0.74,0.57,0.27700000000000014,9.86%
04/29/2022,^US30Y,U.S. 30 Year Treasury,2.816,3.076,2.907,-3.13%,5.81%,1.86,0.35,bullish,bullish,2.46,3.19,0.63,0.61,0.26000000000000023,8.94%
04/29/2022,^VIX,CBOE Volatility Index,21.428,37.219,30.96,-30.79%,20.22%,0.66,0.60,bullish,neutral,12.82,44.21,0.88,0.53,15.791,51.00%
