Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/10/2022,BNDD,Krane Shares Trust - Quadratic Deflation ETF,24.991,25.806,25.37,-1.49%,1.72%,1.15,0.47,bearish,bearish,24.26,27.02,0.8150000000000013,3.21%
02/10/2022,DBA,Invesco DB Multi-Sector Commodity Trust - Invesco DB Agriculture Fund,20.442,21.327,21.145,-3.32%,0.86%,0.26,0.79,bullish,bullish,19.85,21.66,0.8850000000000016,4.19%
02/10/2022,DBB,Invesco DB Multi-Sector Commodity Trust - Invesco DB Base Metals Fund,23.205,24.489,24.18,-4.03%,1.28%,0.32,0.76,bullish,bullish,22.62,25.02,1.2840000000000025,5.31%
02/10/2022,DEF,Invesco Capital Management LLC - Invesco Defensive Equity ETF,67.527,71.386,69.7,-3.12%,2.42%,0.78,0.56,neutral,neutral,66.33,74.35,3.8589999999999947,5.54%
02/10/2022,^DXY,US Dollar Index,94.53,97.161,95.558,-1.08%,1.68%,1.56,0.39,bearish,neutral,94.25,97.51,2.6310000000000002,2.75%
02/10/2022,ETHE,Grayscale Investments LLC - Grayscale Ethereum Trust,17.175,29.307,27.39,-37.29%,7.00%,0.19,0.84,bearish,bearish,13.35,32.55,12.131999999999998,44.29%
02/10/2022,GLD,SSgA Active Trust - SPDR Gold Shares ETF,166.057,172.676,171.795,-3.34%,0.51%,0.15,0.87,bullish,neutral,162.45,175.02,6.619,3.85%
02/10/2022,GRN,Barclays Bank PLC - ZC SP ETN REDEEM 08/09/2049 USD 50,34.95,38.707,35.56,-1.72%,8.85%,5.16,0.16,bullish,bullish,28.67,44.81,3.756999999999998,10.57%
02/10/2022,HAL,Halliburton Co.,31.059,35.224,33.1,-6.17%,6.42%,1.04,0.49,bullish,bullish,25.67,35.80,4.164999999999996,12.58%
02/10/2022,IWM,BlackRock Institutional Trust Company N.A. - iShares Russell 2000 ETF,192.243,213.78,208.61,-7.85%,2.48%,0.32,0.76,neutral,bearish,184.60,220.97,21.537000000000006,10.32%
02/10/2022,MTUM,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI USA Momentum Factor ETF,159.369,177.793,172.03,-7.36%,3.35%,0.46,0.69,neutral,neutral,152.21,182.28,18.424000000000007,10.71%
02/10/2022,PINK,Simplify Exchange Traded Funds - Simplify Health Care ETF,24.744,26.592,26.03,-4.94%,2.16%,0.44,0.70,neutral,bearish,23.74,28.34,1.847999999999999,7.10%
02/10/2022,QQQ,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,340.31,383.697,365.08,-6.78%,5.10%,0.75,0.57,bearish,neutral,328.61,391.05,43.387,11.88%
02/10/2022,QUAL,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI USA Quality Factor ETF,129.633,141.848,135.24,-4.15%,4.89%,1.18,0.46,neutral,neutral,126.01,144.09,12.215000000000003,9.03%
02/10/2022,SPHB,Invesco Capital Management LLC - Invesco S&P 500 High Beta ETF,72.211,80.6,78.87,-8.44%,2.19%,0.26,0.79,neutral,bullish,69.89,83.92,8.388999999999996,10.64%
02/10/2022,SPLV,Invesco Capital Management LLC - Invesco S&P 500 Low Volatility ETF,63.424,66.772,64.95,-2.35%,2.81%,1.19,0.46,bearish,neutral,62.49,70.32,3.348000000000006,5.15%
02/10/2022,SPY,SSgA Active Trust - S&P 500 ETF TRUST ETF,433.95,472.398,456.395,-4.92%,3.51%,0.71,0.58,neutral,neutral,423.40,481.43,38.448000000000036,8.42%
02/10/2022,TLT,BlackRock Institutional Trust Company N.A. - BTC iShares 20+ Year Treasury Bond ETF,136.558,141.657,136.655,-0.07%,3.66%,51.57,0.02,bearish,bearish,133.96,148.34,5.099000000000018,3.73%
02/10/2022,URNM,Exchange Traded Concepts Trust - North Shore Global Uranium Mining ETF,58.834,74.481,72.44,-18.78%,2.82%,0.15,0.87,bearish,bearish,55.52,80.36,15.646999999999991,21.60%
02/10/2022,^US10Y,U.S. 10 Year Treasury,1.798,2.03,1.9471,-7.66%,4.26%,0.56,0.64,bullish,bullish,1.50,2.16,0.23199999999999976,11.92%
02/10/2022,ARKK,ARK Investment Management LLC - ARK Innovation ETF,65.797,84.053,78.02,-15.67%,7.73%,0.49,0.67,bearish,bearish,59.26,85.69,18.256,23.40%
02/10/2022,SMH,VanEck ETF Trust - VanEck Semiconductor ETF,256.737,302.172,287.83,-10.80%,4.98%,0.46,0.68,neutral,neutral,245.25,312.38,45.435,15.79%
02/10/2022,XLB,SSgA Active Trust - Materials Select Sector SPDR,81.342,87.841,86.845,-6.34%,1.15%,0.18,0.85,bearish,neutral,80.11,91.65,6.498999999999995,7.48%
