Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/12/2022,SPY,SPDR S&P 500 ETF Trust,434.901,458.367,442.78,-1.78%,3.52%,1.98,0.34,neutral,neutral,404.97,472.24,0.78,0.56,23.466000000000008,5.30%
04/12/2022,SQQQ,ProShares UltraPro Short QQQ,31.466,41.236,38.875,-19.06%,6.07%,0.32,0.76,neutral,bearish,25.75,52.32,0.89,0.53,9.769999999999996,25.13%
04/12/2022,TBT,ProShares UltraShort 20+ Year Treasury,21.003,24.058,23.25,-9.66%,3.48%,0.36,0.74,bullish,bullish,20.07,24.96,0.43,0.70,3.0549999999999997,13.14%
04/12/2022,TLT,iShares 20+ Year Treasury Bond ETF,121.696,129.727,123.76,-1.67%,4.82%,2.89,0.26,bearish,bearish,119.16,132.13,1.82,0.35,8.031000000000006,6.49%
04/12/2022,URNM,North Shore Global Uranium Mining ETF,82.169,92.38,91.21,-9.91%,1.28%,0.13,0.89,bullish,bullish,68.85,105.56,0.79,0.56,10.210999999999999,11.20%
04/12/2022,USO,United States Oil Fund  LP,67.239,75.946,75.8931,-11.40%,0.07%,0.01,0.99,bearish,neutral,58.98,90.60,0.87,0.53,8.706999999999994,11.47%
04/12/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.377,26.872,26.735,-1.34%,0.51%,0.38,0.72,bullish,bullish,26.10,27.32,0.93,0.52,0.495000000000001,1.85%
04/12/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,47.004,50.003,49.1,-4.27%,1.84%,0.43,0.70,bullish,bullish,44.15,51.80,0.67,0.60,2.9990000000000023,6.11%
04/12/2022,VIXM,ProShares VIX Mid-Term Futures ETF,30.627,32.467,32.345,-5.31%,0.38%,0.07,0.93,bearish,neutral,29.14,36.51,1.54,0.39,1.8399999999999999,5.69%
04/12/2022,XLE,Energy Select Sector SPDR Fund,75.294,79.98,79.39,-5.16%,0.74%,0.14,0.87,bullish,bullish,70.97,85.60,1.37,0.42,4.686000000000007,5.90%
04/12/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,118.492,129.389,120.61,-1.76%,7.28%,4.14,0.19,bearish,bearish,114.74,131.85,2.13,0.32,10.897000000000006,9.03%
04/12/2022,^DXY,US Dollar Index,98.516,100.44,99.976,-1.46%,0.46%,0.32,0.76,bullish,bullish,97.72,102.18,0.98,0.51,1.9239999999999924,1.92%
04/12/2022,^US10Y,U.S. 10 Year Treasury,2.469,2.825,2.7153,-9.07%,4.04%,0.45,0.69,bullish,bullish,2.01,3.06,0.48,0.68,0.3560000000000003,13.11%
04/12/2022,^US30Y,U.S. 30 Year Treasury,2.483,2.826,2.751,-9.74%,2.73%,0.28,0.78,bullish,bullish,2.32,2.98,0.52,0.66,0.34299999999999997,12.47%
04/12/2022,^VIX,CBOE Volatility Index,18.031,26.077,22.72,-20.64%,14.78%,0.72,0.58,bearish,bearish,14.17,37.08,1.25,0.45,8.046000000000003,35.41%
