Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/28/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,41.15,56.345,47.39,-13.17%,18.90%,1.44,0.41,bearish,neutral,41.15,61.56,1.98,0.34,15.195,32.06%
03/28/2022,SJB,ProShares Short High Yield,17.901,18.813,18.315,-2.26%,2.72%,1.20,0.45,bullish,neutral,17.90,18.89,1.24,0.45,0.911999999999999,4.98%
03/28/2022,SPY,SPDR S&P 500 ETF Trust,427.553,465.879,451.04,-5.21%,3.29%,0.63,0.61,bullish,neutral,408.00,476.96,0.53,0.65,38.32600000000002,8.50%
03/28/2022,TLT,iShares 20+ Year Treasury Bond ETF,125.07,131.652,129.3186,-3.29%,1.80%,0.55,0.65,bearish,bearish,124.86,136.60,1.33,0.43,6.581999999999994,5.09%
03/28/2022,URNM,North Shore Global Uranium Mining ETF,73.377,95.849,80.25,-8.56%,19.44%,2.27,0.31,bullish,bullish,59.28,97.23,0.55,0.65,22.47200000000001,28.00%
03/28/2022,USO,United States Oil Fund  LP,64.752,87.264,77.64,-16.60%,12.40%,0.75,0.57,bullish,bullish,64.75,96.04,1.74,0.36,22.512,29.00%
03/28/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.12,26.652,26.5001,-1.43%,0.57%,0.40,0.71,bullish,neutral,25.83,26.98,0.67,0.60,0.532,2.01%
03/28/2022,UUUU,Energy Fuels Inc.,7.884,11.175,9.2774,-15.02%,20.45%,1.36,0.42,bullish,bullish,5.30,12.04,0.55,0.64,3.2910000000000004,35.47%
03/28/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,46.412,50.118,48.24,-3.79%,3.89%,1.03,0.49,bullish,bullish,43.38,50.35,0.24,0.81,3.706000000000003,7.68%
03/28/2022,VIXM,ProShares VIX Mid-Term Futures ETF,30.096,33.946,31.8629,-5.55%,6.54%,1.18,0.46,bearish,bearish,28.67,35.76,1.65,0.38,3.849999999999998,12.08%
03/28/2022,XLE,Energy Select Sector SPDR Fund,71.79,80.818,76.86,-6.60%,5.15%,0.78,0.56,bullish,bullish,71.79,85.85,1.02,0.50,9.027999999999992,11.75%
03/28/2022,XLP,Consumer Staples Select Sector SPDR Fund,70.8,76.364,74.72,-5.25%,2.20%,0.42,0.70,bullish,neutral,70.80,77.44,0.57,0.64,5.564000000000007,7.45%
03/28/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,122.292,131.512,128.63,-4.93%,2.24%,0.45,0.69,bearish,bearish,122.13,138.30,1.93,0.34,9.219999999999999,7.17%
03/28/2022,^DXY,US Dollar Index,97.742,99.817,98.807,-1.08%,1.02%,0.95,0.51,bullish,neutral,96.68,100.95,1.01,0.50,2.0749999999999886,2.10%
03/28/2022,^US10Y,U.S. 10 Year Treasury,2.33,2.66,2.488,-6.35%,6.91%,1.09,0.48,bullish,bullish,1.83,2.70,0.32,0.76,0.33000000000000007,13.26%
03/28/2022,^US30Y,U.S. 30 Year Treasury,2.485,2.757,2.5893,-4.03%,6.48%,1.61,0.38,bullish,bullish,2.21,2.80,0.56,0.64,0.27200000000000024,10.50%
03/28/2022,^VIX,CBOE Volatility Index,18.774,24.25,23.33,-19.53%,3.94%,0.20,0.83,bearish,bearish,13.19,33.61,1.68,0.37,5.475999999999999,23.47%
