Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range,3-month Hurst,1-year Hurst
05/23/2022,IEF,iShares 7-10 Year Treasury Bond ETF,101.743,104.82,103.284,-1.49%,1.49%,1.00,0.50,bullish,bearish,98.71,106.48,0.51,0.66,3.076999999999998,2.98%,0.74,0.68
05/23/2022,IWM,iShares Russell 2000 ETF,160.812,185.786,178.31,-9.81%,4.19%,0.43,0.70,bearish,bearish,160.81,196.79,1.36,0.42,24.97399999999999,14.01%,0.68,0.62
05/23/2022,KSA,iShares MSCI Saudi Arabia ETF,43.309,46.728,44.22,-2.06%,5.67%,2.75,0.27,bearish,bearish,43.31,50.56,3.14,0.24,3.419000000000004,7.73%,0.76,0.69
05/23/2022,LABD,Direxion Daily S&P Biotech Bear 3X Shares,43.186,80.857,54.27,-20.42%,48.99%,2.40,0.29,neutral,neutral,20.50,84.48,0.89,0.53,37.671,69.41%,0.7,0.61
05/23/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,109.903,114.131,111.985,-1.86%,1.92%,1.03,0.49,bearish,bearish,107.49,117.13,0.96,0.51,4.227999999999994,3.78%,0.66,0.68
05/23/2022,PFIX,Simplify Interest Rate Hedge ETF,49.994,58.763,54.1199,-7.62%,8.58%,1.13,0.47,bearish,neutral,48.46,63.80,3.33,0.23,8.768999999999998,16.20%,0.69,0.69
05/23/2022,PSQ,ProShares Short QQQ,13.251,15.192,14,-5.35%,8.51%,1.59,0.39,bullish,bullish,11.68,15.19,0.39,0.72,1.9410000000000007,13.86%,0.68,0.65
05/23/2022,QQQ,Invesco QQQ Trust,268.327,308.084,292.8671,-8.38%,5.20%,0.62,0.62,bearish,bearish,268.33,340.48,1.97,0.34,39.757000000000005,13.58%,0.69,0.66
05/23/2022,RWM,ProShares Short Russell2000,24.011,27.585,25.09,-4.30%,9.94%,2.31,0.30,bullish,bullish,22.41,27.59,0.73,0.58,3.5740000000000016,14.24%,0.68,0.61
05/23/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,56.253,82.037,65.67,-14.34%,24.92%,1.74,0.37,bullish,bullish,41.99,82.37,0.74,0.57,25.784000000000006,39.26%,0.72,N/A
05/23/2022,SJB,ProShares Short High Yield,18.817,19.689,19.115,-1.56%,3.00%,1.93,0.34,bullish,bullish,18.30,19.79,0.64,0.61,0.8719999999999999,4.56%,0.66,0.64
05/23/2022,SMH,VanEck Vectors Semiconductor ETF,207.437,244.61,229.41,-9.58%,6.63%,0.69,0.59,bearish,bearish,203.38,269.86,1.68,0.37,37.173,16.20%,0.64,0.63
05/23/2022,SOXS,Direxion Daily Semiconductor Bear 3X Shares,39.183,65.216,51.355,-23.70%,26.99%,1.14,0.47,neutralDanger,bullish,22.97,71.02,0.67,0.60,26.032999999999994,50.69%,0.64,0.61
05/23/2022,SPY,SPDR S&P 500 ETF Trust,369.908,409.789,396.57,-6.72%,3.33%,0.50,0.67,bearish,bearish,369.91,438.17,1.54,0.39,39.88099999999997,10.06%,0.67,0.63
05/23/2022,SQQQ,ProShares UltraPro Short QQQ,47.226,70.513,56.085,-15.80%,25.73%,1.63,0.38,bullish,bullish,27.92,70.51,0.38,0.72,23.287000000000006,41.52%,0.68,0.64
05/23/2022,TBT,ProShares UltraShort 20+ Year Treasury,23.76,27.172,25.6,-7.19%,6.14%,0.85,0.54,neutral,bullish,22.77,28.57,1.68,0.37,3.411999999999999,13.33%,0.69,0.67
05/23/2022,TLT,iShares 20+ Year Treasury Bond ETF,112.944,121.398,116.98,-3.45%,3.78%,1.09,0.48,bearish,bearish,109.71,123.73,0.91,0.52,8.453999999999994,7.23%,0.69,0.67
05/23/2022,TZA,Direxion Daily Small Cap Bear 3X Shares,37.534,56.015,43.03,-12.77%,30.18%,2.36,0.30,bullish,bullish,29.14,56.02,0.73,0.58,18.481,42.95%,0.68,0.61
05/23/2022,UNG,United States Natural Gas Fund  LP,22.219,32.112,29.3666,-24.34%,9.35%,0.38,0.72,bullish,bullish,22.22,34.73,1.27,0.44,9.893,33.69%,0.65,0.66
05/23/2022,USO,United States Oil Fund  LP,73.817,86.822,81.83,-9.79%,6.10%,0.62,0.62,bullish,bullish,63.78,100.88,1.08,0.48,13.00500000000001,15.89%,0.68,0.65
05/23/2022,UUP,Invesco DB US Dollar Index Bullish Fund,27.285,28.1,27.325,-0.15%,2.84%,19.38,0.05,bullish,bullish,26.84,28.30,1.08,0.48,0.8150000000000013,2.98%,0.7,0.63
05/23/2022,VGK,Vanguard FTSE Europe Index Fund ETF Shares,53.304,59.332,58.53,-8.93%,1.37%,0.15,0.87,bearish,bearish,49.82,64.78,1.00,0.50,6.027999999999999,10.30%,0.74,0.62
05/23/2022,VIXM,ProShares VIX Mid-Term Futures ETF,33.138,38.835,35.14,-5.70%,10.52%,1.85,0.35,bullish,bullish,30.50,39.21,0.72,0.58,5.697000000000003,16.21%,0.68,0.56
05/23/2022,XBI,SPDR S&P Biotech ETF,57.826,75.398,70.4,-17.86%,7.10%,0.40,0.72,bearish,bearish,57.62,85.41,1.19,0.46,17.571999999999996,24.96%,0.71,0.63
05/23/2022,XLE,Energy Select Sector SPDR Fund,74.823,87.514,83.685,-10.59%,4.58%,0.43,0.70,bullish,bullish,73.85,91.43,0.74,0.58,12.691000000000003,15.17%,0.63,0.63
05/23/2022,XLU,Utilities Select Sector SPDR Fund,70.262,73.423,72.52,-3.11%,1.25%,0.40,0.71,bearish,bullish,67.41,80.06,1.42,0.41,3.1610000000000014,4.36%,0.79,0.65
05/23/2022,^DXY,US Dollar Index,102.008,105.014,103.025,-0.99%,1.93%,1.96,0.34,bullish,bullish,100.34,106.00,1.11,0.47,3.0060000000000002,2.92%,N/A,N/A
05/23/2022,^US10Y,U.S. 10 Year Treasury,2.616,3.003,2.788,-6.17%,7.71%,1.25,0.44,bearish,bullish,2.59,3.34,2.77,0.27,0.387,13.88%,N/A,N/A
05/23/2022,^US30Y,U.S. 30 Year Treasury,2.852,3.198,2.9891,-4.59%,6.99%,1.52,0.40,neutral,bullish,2.72,3.39,1.46,0.41,0.3460000000000001,11.58%,N/A,N/A
05/23/2022,^VIX,CBOE Volatility Index,22.14,37.553,28.87,-23.31%,30.08%,1.29,0.44,bullish,neutral,11.96,42.18,0.75,0.57,15.412999999999997,53.39%,0.7,0.52
05/23/2022,^VVIX:^VIX,^VVIX:^VIX,3.252,4.168,3.6411499826809837,-10.69%,14.47%,1.35,0.42,bearish,bearish,2.83,5.32,2.16,0.32,0.9160000000000004,25.16%,N/A,N/A
