Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/29/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,41.15,56.345,43.23,-4.81%,30.34%,6.31,0.14,bearish,neutral,41.15,61.56,3.14,0.24,15.195,35.15%
03/29/2022,SJB,ProShares Short High Yield,17.805,18.681,18.02,-1.19%,3.67%,3.07,0.25,bullish,neutral,17.80,18.81,1.55,0.39,0.8760000000000012,4.86%
03/29/2022,SPY,SPDR S&P 500 ETF Trust,437.551,469.627,459.31,-4.74%,2.25%,0.47,0.68,bullish,bullish,408.16,480.10,0.51,0.66,32.07600000000002,6.98%
03/29/2022,TLT,iShares 20+ Year Treasury Bond ETF,125.688,132.217,130.88,-3.97%,1.02%,0.26,0.80,bearish,bearish,125.45,137.34,1.76,0.36,6.529000000000011,4.99%
03/29/2022,URNM,North Shore Global Uranium Mining ETF,71.558,91.217,80.9621,-11.62%,12.67%,1.09,0.48,bullish,bullish,57.99,95.58,0.65,0.61,19.658999999999992,24.28%
03/29/2022,USO,United States Oil Fund  LP,61.844,84.051,76.25,-18.89%,10.23%,0.54,0.65,bearish,bullish,61.84,90.89,1.29,0.44,22.207,29.12%
03/29/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.187,26.723,26.34,-0.58%,1.45%,2.50,0.29,bullish,bullish,25.89,27.04,2.26,0.31,0.5359999999999978,2.03%
03/29/2022,UUUU,Energy Fuels Inc.,7.595,10.609,9.195,-17.40%,15.38%,0.88,0.53,bullish,bullish,5.16,11.75,0.65,0.61,3.0140000000000002,32.78%
03/29/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,46.744,50.003,47.13,-0.82%,6.10%,7.44,0.12,bullish,bullish,43.30,50.00,0.31,0.77,3.2590000000000003,6.91%
03/29/2022,VIXM,ProShares VIX Mid-Term Futures ETF,30.096,33.946,30.9287,-2.69%,9.76%,3.62,0.22,bearish,bearish,28.67,35.76,1.65,0.38,3.849999999999998,12.45%
03/29/2022,XLE,Energy Select Sector SPDR Fund,70.853,79.566,76.105,-6.90%,4.55%,0.66,0.60,bullish,bullish,70.85,84.13,1.73,0.37,8.713000000000008,11.45%
03/29/2022,XLP,Consumer Staples Select Sector SPDR Fund,71.969,76.69,75.49,-4.66%,1.59%,0.34,0.75,bullish,neutral,70.89,77.73,0.53,0.65,4.721000000000004,6.25%
03/29/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,123.124,132.604,130.8021,-5.87%,1.38%,0.23,0.81,bearish,bearish,123.12,139.61,1.59,0.39,9.480000000000018,7.25%
03/29/2022,^DXY,US Dollar Index,98.009,100.103,99.124,-1.12%,0.99%,0.88,0.53,bullish,bullish,96.94,101.20,0.95,0.51,2.093999999999994,2.11%
03/29/2022,^US10Y,U.S. 10 Year Treasury,2.331,2.622,2.4651,-5.44%,6.36%,1.17,0.46,bullish,bullish,1.83,2.70,0.37,0.73,0.2909999999999999,11.80%
03/29/2022,^US30Y,U.S. 30 Year Treasury,2.469,2.733,2.5512,-3.22%,7.13%,2.21,0.31,bullish,bullish,2.19,2.74,0.53,0.65,0.26400000000000023,10.35%
03/29/2022,^VIX,CBOE Volatility Index,17.798,22.018,18.89,-5.78%,16.56%,2.86,0.26,bearish,bearish,12.67,32.62,1.86,0.35,4.220000000000002,22.34%
