Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/03/2022,DEF,Invesco Capital Management LLC - Invesco Defensive Equity ETF,66.843,70.118,69.892,-4.36%,0.32%,0.07,0.93,bearish,neutral,66.76,74.15,3.2749999999999915,4.69%
02/03/2022,DXY.INDX,US Dollar Index,95.819,97.473,95.995,-0.18%,1.54%,8.45,0.11,bullish,neutral,94.53,97.53,1.6539999999999964,1.72%
02/03/2022,ETHE,Grayscale Investments LLC - Grayscale Ethereum Trust,15.762,22.568,21.23,-25.76%,6.30%,0.24,0.80,bearish,bearish,15.76,26.75,6.806000000000001,32.06%
02/03/2022,GLD,SSgA Active Trust - SPDR Gold Shares ETF,165.129,172.24,168.655,-2.09%,2.13%,1.02,0.50,bearish,neutral,160.70,173.54,7.111000000000018,4.22%
02/03/2022,GRN,Barclays Bank PLC - ZC SP ETN REDEEM 08/09/2049 USD 50,34.763,38.443,37.27,-6.73%,3.15%,0.47,0.68,bullish,bullish,29.41,46.18,3.6799999999999997,9.87%
02/03/2022,HAL,Halliburton Co.,29.14,33.677,31.38,-7.14%,7.32%,1.03,0.49,bullish,bullish,23.51,34.06,4.536999999999999,14.46%
02/03/2022,MTUM,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI USA Momentum Factor ETF,153.502,169.854,166.15,-7.61%,2.23%,0.29,0.77,bearish,bearish,153.50,179.53,16.352000000000004,9.84%
02/03/2022,PINK,Simplify Exchange Traded Funds - Simplify Health Care ETF,24.125,25.73,25.635,-5.89%,0.37%,0.06,0.94,bearish,bearish,23.95,28.00,1.6050000000000004,6.26%
02/03/2022,QQQ,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,334.773,372.902,357.04,-6.24%,4.44%,0.71,0.58,bearish,neutral,333.98,392.92,38.12899999999996,10.68%
02/03/2022,QUAL,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI USA Quality Factor ETF,128.152,138.788,134.94,-5.03%,2.85%,0.57,0.64,bearish,neutral,127.68,145.51,10.636000000000024,7.88%
02/03/2022,SPHB,Invesco Capital Management LLC - Invesco S&P 500 High Beta ETF,69.869,76.687,74.57,-6.30%,2.84%,0.45,0.69,bearish,neutral,69.87,82.07,6.817999999999998,9.14%
02/03/2022,SPLV,Invesco Capital Management LLC - Invesco S&P 500 Low Volatility ETF,63.131,66.211,65.655,-3.84%,0.85%,0.22,0.82,bearish,neutral,62.98,70.35,3.0799999999999983,4.69%
02/03/2022,SPY,SSgA Active Trust - S&P 500 ETF TRUST ETF,426.617,459.697,449.42,-5.07%,2.29%,0.45,0.69,bearish,neutral,426.51,481.01,33.079999999999984,7.36%
02/03/2022,TLT,BlackRock Institutional Trust Company N.A. - BTC iShares 20+ Year Treasury Bond ETF,138.307,145.107,141.275,-2.10%,2.71%,1.29,0.44,bearish,bearish,136.85,152.00,6.800000000000011,4.81%
02/03/2022,URNM,Exchange Traded Concepts Trust - North Shore Global Uranium Mining ETF,56.896,67.362,62.22,-8.56%,8.26%,0.97,0.51,bearish,bearish,55.14,75.09,10.465999999999994,16.82%
02/03/2022,US10Y.INDX,U.S. 10 Year Treasury,1.692,1.934,1.7744,-4.88%,8.72%,1.79,0.36,bullish,bullish,1.39,2.01,0.242,13.64%
02/03/2022,US30Y.INDX,U.S. 30 Year Treasury,2.024,2.25,2.1043,-4.22%,6.48%,1.54,0.39,bullish,bullish,1.69,2.33,0.22599999999999998,10.74%
