Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/06/2022,TLT,iShares 20+ Year Treasury Bond ETF,124.632,132.284,127.535,-2.28%,3.72%,1.64,0.38,bearish,bearish,123.54,136.04,2.19,0.31,7.651999999999987,6.00%
04/06/2022,URNM,North Shore Global Uranium Mining ETF,77.982,90.611,82.7241,-5.73%,9.53%,1.66,0.38,bullish,bullish,60.07,97.99,0.76,0.57,12.629000000000005,15.27%
04/06/2022,USO,United States Oil Fund  LP,69.63,86.014,73.0905,-4.73%,17.68%,3.73,0.21,bullish,bullish,60.91,92.14,1.31,0.43,16.384,22.42%
04/06/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.222,26.673,26.6342,-1.55%,0.15%,0.09,0.91,bullish,bullish,25.99,27.18,0.93,0.52,0.45099999999999696,1.69%
04/06/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,46.294,50.666,47.45,-2.44%,6.78%,2.78,0.26,bullish,bullish,43.37,50.70,0.71,0.58,4.372,9.21%
04/06/2022,VIXM,ProShares VIX Mid-Term Futures ETF,29.132,31.375,32.04,-9.08%,-2.08%,-0.23,1.30,bearish,bearish,28.31,35.74,1.84,0.35,2.2429999999999986,7.00%
04/06/2022,XLE,Energy Select Sector SPDR Fund,74.438,80.998,76.39,-2.56%,6.03%,2.36,0.30,bullish,bullish,70.18,84.24,1.44,0.41,6.560000000000002,8.59%
04/06/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,122.221,132.798,126.425,-3.33%,5.04%,1.52,0.40,bearish,bearish,120.60,137.71,1.48,0.40,10.576999999999998,8.37%
04/06/2022,^DXY,US Dollar Index,98.081,99.812,99.481,-1.41%,0.33%,0.24,0.81,bullish,bullish,97.28,101.69,1.01,0.50,1.7309999999999945,1.74%
04/06/2022,^US10Y,U.S. 10 Year Treasury,2.363,2.758,2.5545,-7.50%,7.97%,1.06,0.48,bullish,bullish,1.90,2.86,0.47,0.68,0.395,15.46%
04/06/2022,^US30Y,U.S. 30 Year Treasury,2.428,2.73,2.5761,-5.75%,5.97%,1.04,0.49,bullish,bullish,2.22,2.81,0.65,0.61,0.30200000000000005,11.72%
04/06/2022,^VIX,CBOE Volatility Index,16.334,21.902,22.58,-27.66%,-3.00%,-0.11,1.12,bearish,bearish,12.96,33.94,1.60,0.38,5.568000000000001,24.66%
