Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/15/2022,CF,CF Industries Holdings  Inc.,91.85,104.545,93.64,-1.91%,11.65%,6.09,0.14,bullish,bullish,73.92,105.69,0.70,0.59,12.695000000000007,13.56%
03/15/2022,CHIX,Global X MSCI China Financials ETF,12.598,13.369,12.61,-0.10%,6.02%,63.25,0.02,bearish,bearish,12.60,14.81,46.63,0.02,0.770999999999999,6.11%
03/15/2022,DBA,Invesco DB Agriculture Fund,20.986,22.744,21.75,-3.51%,4.57%,1.30,0.43,bullish,bullish,20.98,22.74,1.81,0.36,1.7579999999999991,8.08%
03/15/2022,DBC,Invesco DB Commodity Index Tracking Fund,24.462,28.575,24.67,-0.84%,15.83%,18.77,0.05,bullish,bullish,24.30,28.57,44.52,0.02,4.1129999999999995,16.67%
03/15/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,116.422,127.11,120.805,-3.63%,5.22%,1.44,0.41,bearish,bearish,116.03,129.03,1.92,0.34,10.688000000000002,8.85%
03/15/2022,ETHE,Grayscale Ethereum Trust,16.592,22.895,20.09,-17.41%,13.96%,0.80,0.55,bearish,bearish,10.47,27.31,0.85,0.54,6.303000000000001,31.37%
03/15/2022,FXY,Invesco CurrencyShares Japanese Yen Trust,79.109,80.821,79.31,-0.25%,1.91%,7.52,0.12,bearish,bearish,78.23,81.46,1.91,0.34,1.7120000000000033,2.16%
03/15/2022,GLD,SPDR Gold Shares,179.888,193.409,179.6557,0.13%,7.66%,59.20,-0.02,bullish,bullish,173.60,193.60,1.30,0.44,13.520999999999987,7.53%
03/15/2022,GRN,iPath Series B Carbon ETN,18.944,33.869,30.2,-37.27%,12.15%,0.33,0.75,bearish,neutral,18.94,37.58,0.66,0.60,14.925,49.42%
03/15/2022,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,79.62,81.732,80.59,-1.20%,1.42%,1.18,0.46,bearish,bearish,78.99,82.53,2.61,0.28,2.1119999999999948,2.62%
03/15/2022,IWM,iShares Russell 2000 ETF,186.718,203.742,193.89,-3.70%,5.08%,1.37,0.42,bearish,bearish,171.84,207.30,0.70,0.59,17.024,8.78%
03/15/2022,KBA,KraneShares Bosera MSCI China A ETF,34.367,37.486,34.2799,0.25%,9.35%,36.81,-0.03,bearish,bearish,31.81,38.99,1.09,0.48,3.1189999999999998,9.10%
03/15/2022,KRE,SPDR S&P Regional Banking ETF,65.033,74.01,70.02,-7.12%,5.70%,0.80,0.56,bearish,bearish,64.33,80.83,1.63,0.38,8.977000000000004,12.82%
03/15/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,117.332,122.1,119.2,-1.57%,2.43%,1.55,0.39,bearish,bearish,116.82,122.74,2.66,0.27,4.768000000000001,4.00%
03/15/2022,PCT,PureCycle Technologies  Inc.,7.266,10.087,8.5,-14.52%,18.67%,1.29,0.44,bullish,bullish,3.31,10.09,0.33,0.75,2.8209999999999997,33.19%
03/15/2022,PFIX,PFIX,43.59,49.006,46.17,-5.59%,6.14%,1.10,0.48,bullish,bullish,42.68,50.38,1.31,0.43,5.415999999999997,11.73%
03/15/2022,VIXM,ProShares VIX Mid-Term Futures ETF,33.975,37.216,35.01,-2.96%,6.30%,2.13,0.32,bullish,bullish,30.23,37.38,0.45,0.69,3.2409999999999997,9.26%
03/15/2022,XLE,Energy Select Sector SPDR Fund,72.153,80.094,72.03,0.17%,11.20%,65.56,-0.02,bullish,bullish,69.18,81.28,4.42,0.18,7.940999999999988,11.02%
03/15/2022,XLP,Consumer Staples Select Sector SPDR Fund,69.85,74.91,73.13,-4.49%,2.43%,0.54,0.65,bearish,bearish,69.85,75.47,1.85,0.35,5.060000000000002,6.92%
03/15/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,125.329,138.562,130.9,-4.26%,5.85%,1.38,0.42,bearish,bearish,124.97,141.06,1.95,0.34,13.233000000000018,10.11%
03/15/2022,^DXY,US Dollar Index,97.896,100.536,99.091,-1.21%,1.46%,1.21,0.45,bullish,bullish,96.71,100.54,0.61,0.62,2.6400000000000006,2.66%
03/15/2022,^US10Y,U.S. 10 Year Treasury,1.757,2.274,2.1438,-18.04%,6.07%,0.34,0.75,bullish,bullish,1.72,2.43,0.67,0.60,0.5170000000000001,24.12%
03/15/2022,^US30Y,U.S. 30 Year Treasury,2.203,2.602,2.4783,-11.11%,4.99%,0.45,0.69,bullish,bullish,2.13,2.68,0.59,0.63,0.399,16.10%
03/15/2022,^VIX,CBOE Volatility Index,27.93,38.173,31.26,-10.65%,22.11%,2.08,0.33,bullish,bullish,16.87,46.23,0.97,0.51,10.243000000000002,32.77%
