Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/04/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,118.897,123.722,121.245,-1.94%,2.04%,1.05,0.49,neutral,bearish,116.09,123.80,0.54,0.65,4.824999999999989,3.98%
04/04/2022,PCT,PureCycle Technologies  Inc.,6.554,9.511,8.38,-21.79%,13.50%,0.62,0.62,neutral,bullish,3.78,11.23,0.77,0.57,2.956999999999999,35.29%
04/04/2022,PFIX,Simplify Interest Rate Hedge ETF,45.462,52.225,48.16,-5.60%,8.44%,1.51,0.40,bullish,bullish,43.63,52.40,1.10,0.48,6.762999999999998,14.04%
04/04/2022,PST,ProShares UltraShort 7-10 Year Treasury,18.136,19.098,18.45,-1.70%,3.51%,2.06,0.33,bullish,bullish,16.95,19.24,0.54,0.65,0.9619999999999997,5.21%
04/04/2022,QQQ,Invesco QQQ Trust,352.198,384.589,367.51,-4.17%,4.65%,1.12,0.47,bullish,neutral,309.03,387.90,0.39,0.72,32.39100000000002,8.81%
04/04/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,38.562,53.57,43.44,-11.23%,23.32%,2.08,0.33,bearish,bearish,38.56,60.76,2.27,0.31,15.008000000000003,34.55%
04/04/2022,SJB,ProShares Short High Yield,17.682,18.347,18.005,-1.79%,1.90%,1.06,0.49,bearish,neutral,17.68,18.82,1.72,0.37,0.6650000000000027,3.69%
04/04/2022,SPY,SPDR S&P 500 ETF Trust,446.631,472.176,455.55,-1.96%,3.65%,1.86,0.35,bullish,neutral,407.93,477.44,0.50,0.67,25.545000000000016,5.61%
04/04/2022,SQQQ,ProShares UltraPro Short QQQ,27.176,36.524,32.175,-15.54%,13.52%,0.87,0.53,bearish,bearish,26.42,48.50,2.00,0.33,9.348000000000003,29.05%
04/04/2022,TBT,ProShares UltraShort 20+ Year Treasury,19.65,21.982,20.64,-4.80%,6.50%,1.36,0.42,bullish,bullish,18.33,22.51,1.00,0.50,2.3320000000000007,11.30%
04/04/2022,TLT,iShares 20+ Year Treasury Bond ETF,127.291,134.781,131.56,-3.24%,2.45%,0.75,0.57,bearish,bearish,125.57,139.16,1.57,0.39,7.490000000000009,5.69%
04/04/2022,URNM,North Shore Global Uranium Mining ETF,73.864,90.697,81.725,-9.62%,10.98%,1.14,0.47,bullish,bullish,58.76,97.86,0.67,0.60,16.833,20.60%
04/04/2022,USO,United States Oil Fund  LP,66.275,85.148,76.455,-13.32%,11.37%,0.85,0.54,neutral,bullish,60.84,91.31,0.98,0.51,18.87299999999999,24.69%
04/04/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.094,26.533,26.475,-1.44%,0.22%,0.15,0.87,neutral,neutral,25.78,26.99,0.77,0.56,0.43900000000000006,1.66%
04/04/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,46.606,50.517,47.89,-2.68%,5.49%,2.05,0.33,bullish,bullish,43.38,50.52,0.57,0.64,3.9110000000000014,8.17%
04/04/2022,VIXM,ProShares VIX Mid-Term Futures ETF,29.495,32.234,31.05,-5.01%,3.81%,0.76,0.57,bearish,bearish,28.66,35.95,1.70,0.37,2.7390000000000008,8.82%
04/04/2022,XLE,Energy Select Sector SPDR Fund,71.447,81.141,77,-7.21%,5.38%,0.75,0.57,bullish,bullish,70.96,84.91,1.29,0.44,9.694000000000003,12.59%
04/04/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,125.619,136.407,132.065,-4.88%,3.29%,0.67,0.60,bearish,bearish,123.02,142.01,0.95,0.51,10.788000000000011,8.17%
04/04/2022,^DXY,US Dollar Index,97.502,99.334,98.566,-1.08%,0.78%,0.72,0.58,bullish,neutral,96.51,101.00,1.18,0.46,1.8320000000000078,1.86%
04/04/2022,^US10Y,U.S. 10 Year Treasury,2.298,2.623,2.39,-3.85%,9.75%,2.53,0.28,bullish,bullish,1.85,2.72,0.61,0.62,0.3250000000000002,13.60%
04/04/2022,^US30Y,U.S. 30 Year Treasury,2.345,2.641,2.4374,-3.79%,8.35%,2.20,0.31,bullish,bullish,2.13,2.72,0.93,0.52,0.2959999999999998,12.14%
04/04/2022,^VIX,CBOE Volatility Index,16.718,20.858,19.19,-12.88%,8.69%,0.67,0.60,bearish,bearish,12.47,32.50,1.80,0.36,4.140000000000001,21.57%
