Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/07/2022,USO,United States Oil Fund  LP,68.118,84.737,72.4194,-5.94%,17.01%,2.86,0.26,neutral,neutral,59.78,91.21,1.55,0.39,16.619,22.95%
04/07/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.28,26.694,26.665,-1.44%,0.11%,0.08,0.93,bullish,bullish,26.01,27.21,0.80,0.56,0.4139999999999979,1.55%
04/07/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,46.103,50.658,47.6499,-3.25%,6.31%,1.94,0.34,bullish,bullish,43.33,50.81,0.81,0.55,4.555,9.56%
04/07/2022,VIXM,ProShares VIX Mid-Term Futures ETF,29.848,32.157,32.1801,-7.25%,-0.07%,-0.01,1.01,bearish,bearish,29.00,36.29,1.56,0.39,2.3089999999999975,7.18%
04/07/2022,XLE,Energy Select Sector SPDR Fund,74.774,81.421,76.6361,-2.43%,6.24%,2.57,0.28,bullish,bullish,70.49,84.70,1.40,0.42,6.647000000000006,8.67%
04/07/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,121.201,132.472,124.05,-2.30%,6.79%,2.96,0.25,bearish,bearish,119.66,136.69,1.56,0.39,11.271000000000015,9.09%
04/07/2022,^DXY,US Dollar Index,98.199,99.872,99.624,-1.43%,0.25%,0.17,0.85,bullish,bullish,97.41,101.83,1.00,0.50,1.6730000000000018,1.68%
04/07/2022,^US10Y,U.S. 10 Year Treasury,2.365,2.765,2.5498,-7.25%,8.44%,1.16,0.46,bullish,bullish,1.91,2.87,0.50,0.66,0.3999999999999999,15.69%
04/07/2022,^US30Y,U.S. 30 Year Treasury,2.438,2.783,2.632,-7.37%,5.74%,0.78,0.56,bullish,bullish,2.25,2.86,0.59,0.63,0.34499999999999975,13.11%
04/07/2022,^VIX,CBOE Volatility Index,16.982,22.871,22.71,-25.22%,0.71%,0.03,0.97,bearish,bearish,13.36,35.02,1.48,0.40,5.888999999999999,25.93%
