Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range,3-month Hurst,1-year Hurst
05/17/2022,SJB,ProShares Short High Yield,18.761,19.577,19.1801,-2.19%,2.07%,0.95,0.51,bullish,bullish,18.26,19.74,0.62,0.62,0.8160000000000025,4.25%,0.67,0.63
05/17/2022,SOXS,Direxion Daily Semiconductor Bear 3X Shares,38.048,64.049,45.81,-16.94%,39.81%,2.35,0.30,bullish,bullish,23.07,70.25,0.65,0.61,26.001000000000005,56.76%,0.64,0.59
05/17/2022,SPY,SPDR S&P 500 ETF Trust,380.685,419.524,404.9,-5.98%,3.61%,0.60,0.62,bearish,bearish,380.69,447.23,2.43,0.29,38.839,9.59%,0.67,0.62
05/17/2022,TBT,ProShares UltraShort 20+ Year Treasury,24.76,28.311,26.61,-6.95%,6.39%,0.92,0.52,bullish,bullish,23.31,29.05,1.01,0.50,3.5509999999999984,13.34%,0.64,0.66
05/17/2022,TLT,iShares 20+ Year Treasury Bond ETF,110.918,119.027,114.8439,-3.42%,3.64%,1.07,0.48,bearish,bearish,109.42,121.95,0.95,0.51,8.108999999999995,7.06%,0.64,0.66
05/17/2022,UNG,United States Natural Gas Fund  LP,22.282,32.193,28.18,-20.93%,14.24%,0.68,0.60,bullish,bullish,22.28,33.82,1.25,0.44,9.910999999999998,35.17%,0.64,0.66
05/17/2022,USO,United States Oil Fund  LP,74.711,86.579,82.08,-8.98%,5.48%,0.61,0.62,bullish,bullish,64.77,102.59,1.06,0.48,11.867999999999995,14.46%,0.68,0.65
05/17/2022,UUP,Invesco DB US Dollar Index Bullish Fund,27.547,28.23,27.645,-0.35%,2.12%,5.97,0.14,bullish,bullish,27.01,28.40,0.64,0.61,0.6829999999999998,2.47%,0.69,0.61
05/17/2022,VGK,Vanguard FTSE Europe Index Fund ETF Shares,53.313,58.767,57.875,-7.88%,1.54%,0.20,0.84,bearish,bearish,49.09,64.35,0.98,0.51,5.454000000000001,9.42%,0.74,0.63
05/17/2022,VIXM,ProShares VIX Mid-Term Futures ETF,32.521,37.857,34.3148,-5.23%,10.32%,1.97,0.34,bullish,bullish,29.96,38.35,0.77,0.56,5.3359999999999985,15.55%,0.68,0.57
05/17/2022,XLE,Energy Select Sector SPDR Fund,75.752,87.667,83.585,-9.37%,4.88%,0.52,0.66,bullish,bullish,74.56,92.38,1.13,0.47,11.915000000000006,14.25%,0.62,0.62
05/17/2022,^DXY,US Dollar Index,102.817,105.321,104.189,-1.32%,1.09%,0.83,0.55,bullish,bullish,100.95,106.35,0.67,0.60,2.504000000000005,2.40%,N/A,N/A
05/17/2022,^US10Y,U.S. 10 Year Treasury,2.735,3.162,2.8831,-5.14%,9.67%,1.88,0.35,bullish,bullish,2.61,3.51,2.30,0.30,0.42700000000000005,14.81%,N/A,N/A
05/17/2022,^US30Y,U.S. 30 Year Treasury,2.966,3.292,3.1009,-4.35%,6.16%,1.42,0.41,bullish,bullish,2.76,3.44,1.02,0.50,0.3259999999999996,10.51%,N/A,N/A
05/17/2022,^VVIX:^VIX,^VVIX:^VIX,3.369,4.405,3.9239832763207905,-14.14%,12.26%,0.87,0.54,bearish,bearish,3.00,5.61,1.78,0.36,1.036,26.40%,N/A,N/A
05/17/2022,IWM,iShares Russell 2000 ETF,165.287,191.031,182.18,-9.27%,4.86%,0.52,0.66,bearish,bearish,165.33,203.40,1.26,0.44,25.744,14.13%,0.68,0.62
05/17/2022,^VIX,CBOE Volatility Index,20.416,33.729,25.78,-20.81%,30.83%,1.48,0.40,neutral,neutral,11.71,37.41,0.83,0.55,13.312999999999999,51.64%,0.69,0.54
05/17/2022,QQQ,Invesco QQQ Trust,281.099,322.698,305.2628,-7.92%,5.71%,0.72,0.58,bearish,bearish,281.10,355.33,2.07,0.33,41.59899999999999,13.63%,0.69,0.65
05/17/2022,TZA,Direxion Daily Small Cap Bear 3X Shares,37.127,53.718,40.7647,-8.92%,31.78%,3.56,0.22,bullish,bullish,27.34,53.72,0.96,0.51,16.591,40.70%,0.68,0.61
05/17/2022,SQQQ,ProShares UltraPro Short QQQ,43.683,64.278,50.4535,-13.42%,27.40%,2.04,0.33,bullish,bullish,26.69,64.43,0.59,0.63,20.595000000000006,40.82%,0.69,0.63
05/17/2022,XBI,SPDR S&P Biotech ETF,59.207,76.449,71.455,-17.14%,6.99%,0.41,0.71,bearish,bearish,59.21,86.56,1.23,0.45,17.241999999999997,24.13%,0.69,0.64
05/17/2022,SMH,VanEck Vectors Semiconductor ETF,215.128,254.094,239.115,-10.03%,6.26%,0.62,0.62,bearish,bearish,210.33,280.11,1.42,0.41,38.96600000000001,16.30%,0.64,0.62
