Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/08/2022,SQQQ,ProShares UltraPro Short QQQ,29.234,37.2,36.1999,-19.24%,2.76%,0.14,0.87,bearish,bearish,26.03,50.03,1.47,0.40,7.966000000000001,22.01%
04/08/2022,TBT,ProShares UltraShort 20+ Year Treasury,20.54,23.516,22.9,-10.31%,2.69%,0.26,0.79,bullish,bullish,19.53,23.88,0.57,0.64,2.975999999999999,13.00%
04/08/2022,TLT,iShares 20+ Year Treasury Bond ETF,122.862,131.523,124.72,-1.49%,5.45%,3.66,0.21,bearish,bearish,121.86,134.33,1.70,0.37,8.661000000000001,6.94%
04/08/2022,URNM,North Shore Global Uranium Mining ETF,81.734,92.09,91.24,-10.42%,0.93%,0.09,0.92,bullish,bullish,64.80,104.45,0.65,0.61,10.356000000000009,11.35%
04/08/2022,USO,United States Oil Fund  LP,68.065,81.039,73.31,-7.15%,10.54%,1.47,0.40,neutral,neutral,59.69,90.94,1.33,0.43,12.974000000000004,17.70%
04/08/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.321,26.761,26.6843,-1.36%,0.29%,0.21,0.83,bullish,bullish,26.05,27.25,0.88,0.53,0.4399999999999977,1.65%
04/08/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,46.412,50.478,48.65,-4.60%,3.76%,0.82,0.55,bullish,bullish,43.58,51.15,0.74,0.57,4.0660000000000025,8.36%
04/08/2022,VIXM,ProShares VIX Mid-Term Futures ETF,30.208,32.42,31.7986,-5.00%,1.95%,0.39,0.72,bearish,neutral,29.21,36.48,1.49,0.40,2.2120000000000033,6.96%
04/08/2022,XLE,Energy Select Sector SPDR Fund,75.555,81.054,79.46,-4.91%,2.01%,0.41,0.71,bullish,bullish,71.15,85.64,1.32,0.43,5.498999999999995,6.92%
04/08/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,119.976,131.897,122.5,-2.06%,7.67%,3.72,0.21,bearish,bearish,118.52,135.46,1.65,0.38,11.920999999999992,9.73%
04/08/2022,^DXY,US Dollar Index,98.308,100.032,99.749,-1.44%,0.28%,0.20,0.84,bullish,bullish,97.52,101.95,0.99,0.50,1.7239999999999895,1.73%
04/08/2022,^US10Y,U.S. 10 Year Treasury,2.4,2.764,2.6155,-8.24%,5.68%,0.69,0.59,bullish,bullish,1.93,2.93,0.46,0.68,0.3639999999999999,13.92%
04/08/2022,^US30Y,U.S. 30 Year Treasury,2.453,2.832,2.6839,-8.60%,5.52%,0.64,0.61,bullish,bullish,2.28,2.91,0.55,0.64,0.379,14.12%
04/08/2022,^VIX,CBOE Volatility Index,16.963,22.556,20.4,-16.85%,10.57%,0.63,0.61,bearish,bearish,13.10,34.54,1.46,0.41,5.593,27.42%
04/08/2022,EUM,ProShares Short MSCI Emerging Markets,12.967,13.714,13.48,-3.81%,1.74%,0.46,0.69,bearish,neutral,12.44,15.32,1.67,0.38,0.7469999999999999,5.54%
