Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range,1 year Hurst
05/02/2022,TLT,iShares 20+ Year Treasury Bond ETF,115.602,122.449,117.35,-1.49%,4.35%,2.92,0.26,bearish,bearish,114.08,127.49,2.78,0.26,6.846999999999994,5.83%,0.658
05/02/2022,UNG,United States Natural Gas Fund  LP,21.452,29.033,25.5435,-16.02%,13.66%,0.85,0.54,bullish,bullish,16.50,30.09,0.60,0.63,7.5809999999999995,29.68%,0.665
05/02/2022,URNM,North Shore Global Uranium Mining ETF,66.718,82.686,70.33,-5.14%,17.57%,3.42,0.23,bearish,bearish,64.56,93.60,2.38,0.30,15.968000000000004,22.70%,0.667
05/02/2022,USO,United States Oil Fund  LP,73.193,83.819,77.65,-5.74%,7.94%,1.38,0.42,bullish,bullish,61.14,96.11,1.39,0.42,10.626000000000005,13.68%,0.667
05/02/2022,UUP,Invesco DB US Dollar Index Bullish Fund,27.226,27.795,27.71,-1.75%,0.31%,0.18,0.85,bullish,bullish,26.73,28.08,0.42,0.70,0.5690000000000026,2.05%,0.614
05/02/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,43.43,48.833,45.2591,-4.04%,7.90%,1.95,0.34,bearish,neutral,42.75,51.33,2.10,0.32,5.402999999999999,11.94%,0.656
05/02/2022,VIXM,ProShares VIX Mid-Term Futures ETF,32.76,36.39,35.65,-8.11%,2.08%,0.26,0.80,bullish,bullish,30.23,39.19,0.84,0.54,3.6300000000000026,10.18%,0.588
05/02/2022,XLE,Energy Select Sector SPDR Fund,70.622,79.472,75.38,-6.31%,5.43%,0.86,0.54,bearish,bullish,69.37,84.50,1.38,0.42,8.849999999999994,11.74%,0.655
05/02/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,109.093,118.17,111.863,-2.48%,5.64%,2.28,0.31,bearish,bearish,107.22,125.12,1.53,0.40,9.076999999999998,8.11%,0.667
05/02/2022,^DXY,US Dollar Index,101.87,104.417,103.212,-1.30%,1.17%,0.90,0.53,bullish,bullish,99.99,105.23,0.63,0.61,2.546999999999997,2.47%,N/A
05/02/2022,^US10Y,U.S. 10 Year Treasury,2.732,3.056,2.937,-6.98%,4.05%,0.58,0.63,bullish,bullish,2.21,3.45,0.71,0.59,0.32399999999999984,11.03%,N/A
05/02/2022,^US30Y,U.S. 30 Year Treasury,2.844,3.156,3.003,-5.29%,5.09%,0.96,0.51,bullish,bullish,2.52,3.27,0.56,0.64,0.3120000000000003,10.39%,N/A
05/02/2022,^VIX,CBOE Volatility Index,22.471,40.633,34.48,-34.83%,17.85%,0.51,0.66,bullish,bullish,12.41,48.20,0.61,0.62,18.162000000000003,52.67%,0.554
